Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profitneg
Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,24.18,2,0.0,7.254,0.0
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Technology,Phones,281.97,3,0.0,78.9516,0.0
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Supplies,69.5,5,0.0,20.155,0.0
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,166.44,3,0.0,79.8912,0.0
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,291.96,4,0.0,102.186,0.0
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,6.4079999999999995,3,0.2,0.6408,0.0
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Accessories,408.744,7,0.2,76.6395,0.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,5.104,4,0.8,-8.6768,-8.6768
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Fasteners,2.8960000000000004,2,0.2,0.4706,0.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,35.016,3,0.2,-2.1885,-2.1885
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Office Supplies,Storage,275.97,3,0.0,11.0388,0.0
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Technology,Phones,1394.95,5,0.0,362.68699999999995,0.0
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Chairs,545.88,6,0.0,70.9644,0.0
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,5.247999999999999,2,0.2,0.5904,0.0
Same Day,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Chairs,933.5360000000001,4,0.2,105.0228,0.0
Same Day,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,42.976000000000006,4,0.2,4.2976,0.0
Second Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,3.76,2,0.0,1.8048,0.0
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,479.96,4,0.0,134.3888,0.0
Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,320.88,6,0.0,93.0552,0.0
Second Class,Corporate,United States,Brentwood,California,94513,West,Furniture,Furnishings,23.88,3,0.0,10.5072,0.0
Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Paper,26.76,4,0.0,12.3096,0.0
First Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,1439.976,4,0.4,191.9968,0.0
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,17.22,3,0.0,7.9212,0.0
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Furniture,Tables,1024.38,7,0.0,215.1198,0.0
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,26.22,3,0.0,12.3234,0.0
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,17.34,3,0.0,8.4966,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.956,4,0.7,-3.7996,-3.7996
Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,71.04,6,0.2,26.64,0.0
Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Art,5.343999999999999,2,0.2,0.7348,0.0
Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,11.304,3,0.2,-2.1195,-2.1195
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,294.62,5,0.8,-766.012,-766.012
Second Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Furnishings,8.752,4,0.6,-3.7196,-3.7196
First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,15.0,4,0.0,7.2,0.0
First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,161.61,1,0.0,42.0186,0.0
First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,144.95,5,0.0,42.0355,0.0
Standard Class,Consumer,United States,Pasadena,California,91104,West,Technology,Accessories,199.95,5,0.0,21.9945,0.0
Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Art,41.86,7,0.0,14.2324,0.0
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,95.94,3,0.0,9.594,0.0
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,304.45,5,0.0,76.1125,0.0
Standard Class,Home Office,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,11.364,3,0.8,-17.046,-17.046
Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Office Supplies,Art,29.68,7,0.0,11.5752,0.0
Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Technology,Accessories,47.53,7,0.0,16.1602,0.0
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Bookcases,183.372,2,0.3,-36.6744,-36.6744
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Art,4.224,3,0.2,0.4752,0.0
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Appliances,333.056,2,0.2,29.1424,0.0
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,24.896,4,0.2,7.78,0.0
Same Day,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,159.984,2,0.2,35.9964,0.0
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,46.343999999999994,3,0.2,4.6344,0.0
Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Furniture,Chairs,350.98,1,0.0,84.2352,0.0
Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Paper,13.08,2,0.0,6.0168,0.0
Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Storage,900.08,4,0.0,117.0104,0.0
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,17.567999999999998,2,0.2,6.3684,0.0
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Labels,14.62,2,0.0,6.8714,0.0
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Supplies,33.36,4,0.0,8.6736,0.0
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Paper,40.14,6,0.0,19.6686,0.0
First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,1606.23,9,0.0,481.869,0.0
First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,17.04,3,0.0,7.667999999999999,0.0
First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,49.53,3,0.0,23.7744,0.0
First Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,872.32,4,0.0,244.2496,0.0
Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,239.12,5,0.2,77.714,0.0
First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,141.96,2,0.0,39.7488,0.0
Second Class,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,33.024,2,0.2,11.5584,0.0
Second Class,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,67.13600000000001,4,0.2,23.4976,0.0
Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Binders,14.73,3,0.0,6.9231,0.0
Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Storage,104.9,5,0.0,25.176,0.0
Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Binders,61.04,4,0.0,30.52,0.0
Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,10.95,3,0.0,5.1465,0.0
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,9.392000000000001,2,0.2,3.2872,0.0
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Art,9.328,1,0.2,0.8162,0.0
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,8.26,2,0.0,3.8822,0.0
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Chairs,269.97,3,0.0,51.2943,0.0
Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Office Supplies,Paper,29.04,3,0.0,13.9392,0.0
Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Office Supplies,Labels,14.62,2,0.0,6.8714,0.0
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Paper,11.952,3,0.2,4.3326,0.0
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,4.5360000000000005,7,0.7,-3.3264,-3.3264
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,9.156,2,0.7,-6.104,-6.104
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Furniture,Furnishings,75.36,5,0.2,20.724,0.0
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,57.504,6,0.2,20.1264,0.0
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,38.864000000000004,7,0.2,7.7728,0.0
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,0.0
Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Appliances,162.64,2,0.0,45.5392,0.0
Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Technology,Phones,597.0,3,0.0,280.59,0.0
Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,55.48,1,0.0,26.6304,0.0
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,289.8,7,0.2,36.225,0.0
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.502,3,0.7,-2.0016,-2.0016
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,6.48,4,0.7,-4.752,-4.752
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,341.48800000000006,8,0.3,-73.176,-73.176
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,11.12,5,0.2,0.8340000000000001,0.0
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,25.344,6,0.2,3.4848,0.0
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,17.31,3,0.0,5.193,0.0
First Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,199.95,5,0.0,63.983999999999995,0.0
First Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,1586.69,7,0.0,412.5394,0.0
First Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,84.99,1,0.0,30.5964,0.0
First Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Tables,411.8,2,0.0,70.006,0.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,11.34,3,0.0,5.2164,0.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,80.3,5,0.0,20.878,0.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,15.968,2,0.2,5.3892,0.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,64.74,13,0.0,30.4278,0.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,19.296,3,0.2,6.03,0.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,405.64,4,0.0,12.1692,0.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,146.352,3,0.2,-9.147,-9.147
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,251.91,9,0.0,47.8629,0.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art,12.39,3,0.0,3.717,0.0
Standard Class,Consumer,United States,Pomona,California,91767,West,Technology,Accessories,199.96,4,0.0,69.986,0.0
Standard Class,Consumer,United States,Pomona,California,91767,West,Furniture,Tables,710.832,3,0.2,-97.7394,-97.7394
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,1.9409999999999998,1,0.7,-1.294,-1.294
Standard Class,Consumer,United States,Ontario,California,91761,West,Furniture,Chairs,283.92,5,0.2,-46.137,-46.137
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,7.312,2,0.2,2.5592,0.0
Second Class,Home Office,United States,Brentwood,California,94513,West,Technology,Accessories,59.97,3,0.0,13.7931,0.0
Second Class,Home Office,United States,Brentwood,California,94513,West,Technology,Phones,761.544,7,0.2,66.6351,0.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,58.2,3,0.0,28.518,0.0
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,39.9,5,0.0,19.95,0.0
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,90.86,7,0.0,26.3494,0.0
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,94.85,5,0.0,45.528,0.0
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,106.23200000000001,7,0.2,37.1812,0.0
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,111.984,2,0.2,11.1984,0.0
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,7.712000000000001,2,0.2,1.7352,0.0
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,37.44,6,0.0,16.848,0.0
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Labels,23.68,2,0.2,8.88,0.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,122.12,4,0.0,56.1752,0.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,18.45,5,0.0,8.6715,0.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,324.9,5,0.0,38.988,0.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,146.73,3,0.0,68.9631,0.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,3.96,2,0.0,1.4652,0.0
Standard Class,Corporate,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Labels,5.76,2,0.0,2.6496,0.0
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,26.55,3,0.0,13.0095,0.0
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Tables,310.443,3,0.3,-48.7839,-48.7839
Standard Class,Home Office,United States,Moorhead,Minnesota,56560,Central,Furniture,Chairs,479.9,5,0.0,81.583,0.0
Second Class,Consumer,United States,Farmington,New Mexico,87401,West,Office Supplies,Supplies,12.88,1,0.0,0.3864,0.0
Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,13.12,5,0.2,1.476,0.0
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,511.84,8,0.0,240.5648,0.0
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,91.96,4,0.0,25.7488,0.0
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,8.34,3,0.0,2.1684,0.0
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,37.68,3,0.2,2.355,0.0
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,279.944,7,0.2,80.4839,0.0
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Storage,636.408,3,0.2,-15.9102,-15.9102
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Art,83.16799999999999,4,0.2,9.3564,0.0
Same Day,Home Office,United States,Tucson,Arizona,85705,West,Furniture,Chairs,259.13599999999997,4,0.2,-25.9136,-25.9136
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,221.92,4,0.0,106.5216,0.0
Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,26.0,2,0.0,11.7,0.0
